Object_ID,Year,Event_Count,Neighbourhood
1392,2018,791,Markland Wood (012)
1393,2018,1356,Alderwood (020)
1394,2018,1921,Humber Bay Shores (161)
1395,2018,765,Kingsway South (015)
1396,2018,43,Willowridge-Martingrove-Richview (007)
1397,2018,1,Ionview (125)
1398,2018,1,South Parkdale (085)
1399,2018,3456,Mimico-Queensway (160)
1400,2018,2372,Islington (158)
1401,2018,10,Agincourt South-Malvern West (128)
1402,2018,1,Woodbine Corridor (064)
1403,2018,1008,Edenbridge-Humber Valley (009)
1404,2018,3,High Park-Swansea (087)
1405,2018,136,Eringate-Centennial-West Deane (011)
1406,2018,1,Thistletown-Beaumond Heights (003)
1407,2018,1,Dorset Park (126)
1408,2018,5114,Etobicoke City Centre (159)
1409,2018,1,Palmerston-Little Italy (080)
1410,2018,890,Princess-Rosethorn (010)
1411,2018,1,Humber Heights-Westmount (008)
1412,2018,1,Yonge-Bay Corridor (170)
1413,2018,1623,Long Branch (019)
1414,2018,661,St.Andrew-Windfields (040)
1415,2018,366,Banbury-Don Mills (042)
1416,2017,1601,South Eglinton-Davisville (174)
1417,2018,1,Wellington Place (164)
1418,2018,1357,Parkwoods-O'Connor Hills (149)
1419,2017,1,Lawrence Park North (105)
1420,2018,95,Lawrence Park South (103)
1421,2018,1126,Victoria Village (043)
1422,2017,8,Annex (095)
1423,2018,1597,Bedford Park-Nortown (039)
1424,2018,2,Agincourt South-Malvern West (128)
1425,2017,633,Bridle Path-Sunnybrook-York Mills (041)
1426,2018,1453,Englemount-Lawrence (032)
1427,2018,1,St.Andrew-Windfields (040)
1428,2017,2,Thorncliffe Park (055)
1429,2018,1,Hillcrest Village (048)
1430,2018,967,Pleasant View (046)
1431,2017,1407,Mount Pleasant East (099)
1432,2018,1,Regent Park (072)
1433,2018,1,Downtown Yonge East (168)
1434,2017,10,Rosedale-Moore Park (098)
1435,2018,1,Beechborough-Greenbrook (112)
1436,2018,1,Avondale (153)
1437,2017,1928,Thorncliffe Park (055)
1438,2018,2,Bayview Village (052)
1439,2018,3,Wexford/Maryvale (119)
1440,2017,1,Downtown Yonge East (168)
1441,2018,1,Weston (113)
1442,2018,1992,Bayview Village (052)
1443,2017,3,Forest Hill North (102)
1444,2018,414,Bridle Path-Sunnybrook-York Mills (041)
1445,2018,107,NSA (NSA)
1446,2017,1680,North Toronto (173)
1447,2018,12,Newtonbrook East (050)
1448,2018,1557,Henry Farm (053)
1449,2017,2,Leaside-Bennington (056)
1450,2018,2070,Fenside-Parkwoods (150)
1451,2018,3408,Dorset Park (126)
1452,2017,481,Casa Loma (096)
1453,2018,3,Bridle Path-Sunnybrook-York Mills (041)
1454,2018,3067,Birchcliffe-Cliffside (122)
1455,2018,1,Avondale (153)
1456,2017,3,Broadview North (057)
1457,2017,3,Lawrence Park North (105)
1458,2017,3,Playter Estates-Danforth (067)
1459,2017,320,Bedford Park-Nortown (039)
1460,2017,1,St.Andrew-Windfields (040)
1461,2017,5,NSA (NSA)
1462,2017,1543,Leaside-Bennington (056)
1463,2017,3406,Rosedale-Moore Park (098)
1464,2018,52,NSA (NSA)
1465,2018,2340,Don Valley Village (047)
1466,2018,1,Brookhaven-Amesbury (030)
1467,2018,913,Etobicoke West Mall (013)
1468,2018,1320,Hillcrest Village (048)
1469,2018,1,Morningside (135)
1470,2018,1,Harbourfront-CityPlace (165)
1471,2018,1,Wellington Place (164)
1472,2018,177,Taylor-Massey (061)
1473,2018,810,Humber Heights-Westmount (008)
1474,2018,32,NSA (NSA)
1475,2018,1,Downtown Yonge East (168)
1476,2018,1,Ionview (125)
1477,2018,171,Bridle Path-Sunnybrook-York Mills (041)
1478,2018,920,Bendale-Glen Andrew (156)
1479,2018,1,Fort York-Liberty Village (163)
1480,2018,175,Victoria Village (043)
1481,2018,666,Cliffcrest (123)
1482,2018,69,NSA (NSA)
1483,2018,1144,St.Andrew-Windfields (040)
1484,2018,4555,Wexford/Maryvale (119)
1485,2018,8198,West Humber-Clairville (001)
1486,2018,2,Leaside-Bennington (056)
1487,2018,48,East End-Danforth (062)
1488,2018,1055,Elms-Old Rexdale (005)
1489,2018,35,Victoria Village (043)
1490,2018,1,Yonge-Eglinton (100)
1491,2018,1,North Riverdale (068)
1492,2018,3,Humber Summit (021)
1493,2018,9,Agincourt South-Malvern West (128)
1494,2018,1,Eglinton East (138)
1495,2018,50,Victoria Village (043)
1496,2018,29,Eringate-Centennial-West Deane (011)
1497,2018,1,Bendale South (157)
1498,2018,5432,Mount Olive-Silverstone-Jamestown (002)
1499,2018,757,Eglinton East (138)
1500,2018,1,Eringate-Centennial-West Deane (011)
1501,2018,9,NSA (NSA)
1502,2018,2,Etobicoke City Centre (159)
1503,2018,1,Tam O'Shanter-Sullivan (118)
1504,2018,1244,Rexdale-Kipling (004)
1505,2018,515,Bendale South (157)
1506,2018,9,Agincourt South-Malvern West (128)
1507,2018,2495,Oakridge (121)
1508,2018,156,Edenbridge-Humber Valley (009)
1509,2018,1,Golfdale-Cedarbrae-Woburn (141)
1510,2018,1,West Hill (136)
1511,2018,37,The Beaches (063)
1512,2018,2,Princess-Rosethorn (010)
1513,2018,1,Broadview North (057)
1514,2018,2233,Kingsview Village-The Westway (006)
1515,2018,3566,Kennedy Park (124)
1516,2018,1974,Willowridge-Martingrove-Richview (007)
1517,2018,2983,Ionview (125)
1518,2018,7,Mount Olive-Silverstone-Jamestown (002)
1519,2018,5,Parkwoods-O'Connor Hills (149)
1520,2018,1,Etobicoke West Mall (013)
1521,2018,3787,Clairlea-Birchmount (120)
1522,2018,1098,Thistletown-Beaumond Heights (003)
1523,2018,1,Cliffcrest (123)
1524,2018,3,Agincourt South-Malvern West (128)
1525,2018,109,O'Connor-Parkview (054)
1526,2018,67,York University Heights (027)
1527,2018,23,Fenside-Parkwoods (150)
1528,2018,1,Lawrence Park North (105)
1529,2018,1011,West Rouge (143)
1530,2018,1,Lawrence Park South (103)
1531,2018,1636,East L'Amoreaux (148)
1532,2018,88,NSA (NSA)
1533,2018,4566,York University Heights (027)
1534,2018,1,New Toronto (018)
1535,2018,2021,Humber Summit (021)
1536,2018,1,West Hill (136)
1537,2018,1,East L'Amoreaux (148)
1538,2018,1,Islington (158)
1539,2018,1,Clanton Park (033)
1540,2018,2,Pelmo Park-Humberlea (023)
1541,2018,833,Pelmo Park-Humberlea (023)
1542,2018,3594,Black Creek (024)
1543,2018,1,Wychwood (094)
1544,2018,4782,Oakdale-Beverley Heights (154)
1545,2018,66,NSA (NSA)
1546,2018,1,Yonge-Bay Corridor (170)
1547,2018,1,Rustic (028)
1548,2018,1972,Humbermede (022)
1549,2018,4011,Glenfield-Jane Heights (025)
1550,2018,1419,Downsview (155)
1551,2018,1,Morningside (135)
1552,2018,1,Princess-Rosethorn (010)
1553,2018,1,Humbermede (022)
1554,2018,516,Weston-Pelham Park (091)
1555,2018,8,Rockcliffe-Smythe (111)
1556,2018,1570,Keelesdale-Eglinton West (110)
1557,2018,1,Englemount-Lawrence (032)
1558,2018,1886,Mount Dennis (115)
1559,2018,1,Pelmo Park-Humberlea (023)
1560,2018,9,Agincourt South-Malvern West (128)
1561,2018,3944,Weston (113)
1562,2018,2,Edenbridge-Humber Valley (009)
1563,2018,675,Junction Area (090)
1564,2018,2326,Brookhaven-Amesbury (030)
1565,2018,1055,Rustic (028)
1566,2018,1,Oakdale-Beverley Heights (154)
1567,2018,925,Maple Leaf (029)
1568,2018,4,Annex (095)
1569,2018,1,Weston-Pelham Park (091)
1570,2018,8,NSA (NSA)
1571,2018,2034,Wychwood (094)
1572,2018,1770,Humewood-Cedarvale (106)
1573,2018,1,Corso Italia-Davenport (092)
1574,2018,610,Junction-Wallace Emerson (171)
1575,2018,1,Englemount-Lawrence (032)
1576,2018,1,South Parkdale (085)
1577,2018,633,Forest Hill South (101)
1578,2018,755,Casa Loma (096)
1579,2018,1,High Park-Swansea (087)
1580,2018,26,Yorkdale-Glen Park (031)
1581,2018,1773,Briar Hill-Belgravia (108)
1582,2018,5,Agincourt South-Malvern West (128)
1583,2018,507,Forest Hill North (102)
1584,2018,1619,Yorkdale-Glen Park (031)
1585,2018,1,Mount Pleasant East (099)
1586,2018,1274,Caledonia-Fairbank (109)
1587,2018,1,Maple Leaf (029)
1588,2018,1970,Corso Italia-Davenport (092)
1589,2018,2875,Oakwood Village (107)
1590,2018,725,Englemount-Lawrence (032)
1591,2018,1,Casa Loma (096)
1592,2018,1,Humber Summit (021)
1593,2018,1844,Harbourfront-CityPlace (165)
1594,2018,1905,Annex (095)
1595,2018,6025,South Parkdale (085)
1596,2018,1,University (079)
1597,2018,2,South Parkdale (085)
1598,2018,16,Dufferin Grove (083)
1599,2018,3132,Fort York-Liberty Village (163)
1600,2018,2008,Palmerston-Little Italy (080)
1601,2019,74,Humber Bay Shores (161)
1602,2019,11,Rockcliffe-Smythe (111)
1603,2019,229,Rockcliffe-Smythe (111)
1604,2019,782,Lambton Baby Point (114)
1605,2019,1,Weston-Pelham Park (091)
1606,2019,1,Harbourfront-CityPlace (165)
1607,2019,1,Harbourfront-CityPlace (165)
1608,2019,1,Don Valley Village (047)
1609,2019,1609,Dufferin Grove (083)
1610,2019,2,Kensington-Chinatown (078)
1611,2019,287,South Parkdale (085)
1612,2019,1107,Runnymede-Bloor West Village (089)
1613,2018,1,Harbourfront-CityPlace (165)
1614,2018,5,University (079)
1615,2018,2519,Bendale-Glen Andrew (156)
1616,2018,13,Black Creek (024)
1617,2019,1,Fenside-Parkwoods (150)
1618,2019,595,South Parkdale (085)
1619,2019,1,Corso Italia-Davenport (092)
1620,2019,1032,Pelmo Park-Humberlea (023)
1621,2019,1,Weston-Pelham Park (091)
1622,2019,1,Briar Hill-Belgravia (108)
1623,2019,472,Weston-Pelham Park (091)
1624,2019,1,Caledonia-Fairbank (109)
1625,2019,3,NSA (NSA)
1626,2019,8,St Lawrence-East Bayfront-The Islands (166)
1627,2019,1,Junction Area (090)
1628,2019,2,Rockcliffe-Smythe (111)
1629,2019,1768,Mount Dennis (115)
1630,2019,1,North St.James Town (074)
1631,2019,3676,Weston (113)
1632,2019,1547,Keelesdale-Eglinton West (110)
1633,2019,1,Humber Heights-Westmount (008)
1634,2019,2962,Rockcliffe-Smythe (111)
1635,2019,877,Maple Leaf (029)
1636,2019,1,Oakdale-Beverley Heights (154)
1637,2019,1,Lawrence Park North (105)
1638,2019,1,Bridle Path-Sunnybrook-York Mills (041)
1639,2019,1,East L'Amoreaux (148)
1640,2019,1,Humber Bay Shores (161)
1641,2019,1720,Beechborough-Greenbrook (112)
1642,2019,1,Leaside-Bennington (056)
1643,2019,1185,Rustic (028)
1644,2019,2563,Brookhaven-Amesbury (030)
1645,2019,1,Edenbridge-Humber Valley (009)
1646,2019,643,Junction Area (090)
1647,2019,1,Beechborough-Greenbrook (112)
1648,2019,1,Junction-Wallace Emerson (171)
1649,2019,5,St Lawrence-East Bayfront-The Islands (166)
1650,2019,458,Forest Hill North (102)
1651,2019,1632,Yorkdale-Glen Park (031)
1652,2019,2,Corso Italia-Davenport (092)
1653,2019,1,Danforth (066)
1654,2019,1,Fort York-Liberty Village (163)
1655,2018,1,Fort York-Liberty Village (163)
1656,2018,1,Junction Area (090)
1657,2018,1,New Toronto (018)
1658,2018,1,Weston-Pelham Park (091)
1659,2018,1,Wellington Place (164)
1660,2018,2,Yorkdale-Glen Park (031)
1661,2018,3855,Bay-Cloverhill (169)
1662,2018,2,Malvern West (145)
1663,2018,1,L'Amoreaux West (147)
1664,2018,1571,St Lawrence-East Bayfront-The Islands (166)
1665,2018,10,Kensington-Chinatown (078)
1666,2018,1,Playter Estates-Danforth (067)
1667,2018,1,North St.James Town (074)
1668,2018,1,Dorset Park (126)
1669,2018,2,Westminster-Branson (035)
1670,2018,1,Dufferin Grove (083)
1671,2018,1,Hillcrest Village (048)
1672,2018,5,Moss Park (073)
1673,2018,583,Downtown Yonge East (168)
1674,2018,1,Danforth East York (059)
1675,2018,4,St Lawrence-East Bayfront-The Islands (166)
1676,2018,2,Downtown Yonge East (168)
1677,2018,1,Annex (095)
1678,2018,2,Brookhaven-Amesbury (030)
1679,2018,1,Etobicoke City Centre (159)
1680,2018,1,Broadview North (057)
1681,2018,2,Glenfield-Jane Heights (025)
1682,2018,27,NSA (NSA)
1683,2018,3,Parkwoods-O'Connor Hills (149)
1684,2018,2,East L'Amoreaux (148)
1685,2018,4031,Wellington Place (164)
1686,2018,9,Wellington Place (164)
1687,2018,1,Morningside Heights (144)
1688,2018,33,Kensington-Chinatown (078)
1689,2018,1,York University Heights (027)
1690,2018,1,South Parkdale (085)
1691,2018,11,Wellington Place (164)
1692,2018,1,Oakwood Village (107)
1693,2018,31,Morningside Heights (144)
1694,2018,1,Lawrence Park North (105)
1695,2018,4559,Kensington-Chinatown (078)
1696,2018,5,NSA (NSA)
1697,2018,3296,Yonge-Eglinton (100)
1698,2018,8,Forest Hill South (101)
1699,2018,1,Yonge-Bay Corridor (170)
1700,2018,334,Forest Hill South (101)
1701,2018,1,Regent Park (072)
1702,2018,412,Forest Hill North (102)
1703,2018,4,Annex (095)
1704,2018,2,Lawrence Park North (105)
1705,2018,1157,North Toronto (173)
1706,2018,1,Flemingdon Park (044)
1707,2018,2,University (079)
1708,2018,1675,South Eglinton-Davisville (174)
1709,2018,10,Forest Hill North (102)
1710,2018,254,Bedford Park-Nortown (039)
1711,2018,1,Old East York (058)
1712,2018,5,Agincourt South-Malvern West (128)
1713,2018,1194,Leaside-Bennington (056)
1714,2018,1,Downtown Yonge East (168)
1715,2018,766,Bridle Path-Sunnybrook-York Mills (041)
1716,2018,20,Church-Wellesley (167)
1717,2018,967,Yonge-St.Clair (097)
1718,2018,1827,Thorncliffe Park (055)
1719,2018,2,Casa Loma (096)
1720,2018,1,Kensington-Chinatown (078)
1721,2018,1,Harbourfront-CityPlace (165)
1722,2018,4,Bay-Cloverhill (169)
1723,2018,3298,Rosedale-Moore Park (098)
1724,2018,1142,Mount Pleasant East (099)
1725,2018,993,Lawrence Park South (103)
1726,2018,2,Humewood-Cedarvale (106)
1727,2018,3,Cabbagetown-South St.James Town (071)
1728,2018,499,Casa Loma (096)
1729,2018,1,York University Heights (027)
1730,2018,4064,Annex (095)
1731,2018,1,Oakdale-Beverley Heights (154)
1732,2018,1680,Agincourt North (129)
1733,2018,809,Guildwood (140)
1734,2018,5,Yonge-Bay Corridor (170)
1735,2018,2,Hillcrest Village (048)
1736,2018,2375,Morningside (135)
1737,2018,3,Flemingdon Park (044)
1738,2018,114,Pleasant View (046)
1739,2018,1,O'Connor-Parkview (054)
1740,2018,2,North St.James Town (074)
1741,2019,684,Forest Hill South (101)
1742,2018,1,Weston-Pelham Park (091)
1743,2018,1,Islington (158)
1744,2018,2,Oakdale-Beverley Heights (154)
1745,2019,547,Junction-Wallace Emerson (171)
1746,2018,2387,Tam O'Shanter-Sullivan (118)
1747,2018,1556,Cliffcrest (123)
1748,2018,1,Humber Heights-Westmount (008)
1749,2019,27,Yorkdale-Glen Park (031)
1750,2018,4,Broadview North (057)
1751,2018,1006,Highland Creek (134)
1752,2018,1,Thorncliffe Park (055)
1753,2019,2,Annex (095)
1754,2018,3,Islington (158)
1755,2018,223,St Lawrence-East Bayfront-The Islands (166)
1756,2018,4,Kensington-Chinatown (078)
1757,2018,11,Malvern East (146)
1758,2019,3,Dovercourt Village (172)
1759,2018,32,Rosedale-Moore Park (098)
1760,2018,2,St Lawrence-East Bayfront-The Islands (166)
1761,2018,1571,Malvern West (145)
1762,2019,1,Agincourt South-Malvern West (128)
1763,2018,64,South Riverdale (070)
1764,2018,1,NSA (NSA)
1765,2018,46,NSA (NSA)
1766,2019,1659,Briar Hill-Belgravia (108)
1767,2018,2,Wellington Place (164)
1768,2018,3,West Hill (136)
1769,2018,2124,Milliken (130)
1770,2019,1197,Caledonia-Fairbank (109)
1771,2018,2485,Cabbagetown-South St.James Town (071)
1772,2018,10,Newtonbrook West (036)
1773,2018,26,Milliken (130)
1774,2019,641,Englemount-Lawrence (032)
1775,2018,3271,North St.James Town (074)
1776,2018,7,Islington (158)
1777,2018,2,Willowdale West (037)
1778,2018,1158,NSA (NSA)
1779,2018,3,Humber Summit (021)
1780,2018,1,The Beaches (063)
1781,2018,3,St Lawrence-East Bayfront-The Islands (166)
1782,2018,3,Steeles (116)
1783,2018,2,Newtonbrook West (036)
1784,2018,3,Etobicoke City Centre (159)
1785,2018,1,Bedford Park-Nortown (039)
1786,2018,2,Beechborough-Greenbrook (112)
1787,2018,9,South Riverdale (070)
1788,2018,1,Palmerston-Little Italy (080)
1789,2018,1,York University Heights (027)
1790,2018,1,Clairlea-Birchmount (120)
1791,2018,1,Ionview (125)
1792,2018,6,Victoria Village (043)
1793,2018,98,Agincourt South-Malvern West (128)
1794,2018,1,Harbourfront-CityPlace (165)
1795,2018,4,Humber Bay Shores (161)
1796,2018,4,Cliffcrest (123)
1797,2018,2,High Park-Swansea (087)
1798,2018,1,Kennedy Park (124)
1799,2018,1,Mount Dennis (115)
1800,2018,2,Downtown Yonge East (168)
1801,2018,1,Ionview (125)
1802,2018,2316,Regent Park (072)
1803,2019,1,East L'Amoreaux (148)
1804,2018,16,Highland Creek (134)
1805,2018,3011,St Lawrence-East Bayfront-The Islands (166)
1806,2019,1910,Corso Italia-Davenport (092)
1807,2018,1992,Morningside Heights (144)
1808,2018,1,Forest Hill North (102)
1809,2019,1,Fenside-Parkwoods (150)
1810,2018,1495,L'Amoreaux West (147)
1811,2018,1,Birchcliffe-Cliffside (122)
1812,2019,1793,Wychwood (094)
1813,2018,1,Henry Farm (053)
1814,2018,5,Agincourt South-Malvern West (128)
1815,2019,717,Casa Loma (096)
1816,2018,1,Woburn North (142)
1817,2018,3,Kensington-Chinatown (078)
1818,2018,1003,Steeles (116)
1819,2019,9,NSA (NSA)
1820,2018,808,Bay-Cloverhill (169)
1821,2018,2,Don Valley Village (047)
1822,2019,1,Clanton Park (033)
1823,2018,112,Downtown Yonge East (168)
1824,2018,16,Morningside (135)
1825,2019,2778,Oakwood Village (107)
1826,2018,1,Woodbine Corridor (064)
1827,2018,12,Centennial Scarborough (133)
1828,2019,1742,Humewood-Cedarvale (106)
1829,2018,5397,Church-Wellesley (167)
1830,2018,6,Centennial Scarborough (133)
1831,2019,1,Keelesdale-Eglinton West (110)
1832,2018,2,Fort York-Liberty Village (163)
1833,2018,21,Agincourt South-Malvern West (128)
1834,2019,78,St Lawrence-East Bayfront-The Islands (166)
1835,2018,384,South Riverdale (070)
1836,2018,3985,Agincourt South-Malvern West (128)
1837,2019,1,Rockcliffe-Smythe (111)
1838,2018,1,Cliffcrest (123)
1839,2018,2535,Malvern East (146)
1840,2019,1,Downtown Yonge East (168)
1841,2018,1,Wellington Place (164)
1842,2018,20,Bendale-Glen Andrew (156)
1843,2019,2446,Harbourfront-CityPlace (165)
1844,2018,24,NSA (NSA)
1845,2018,29,NSA (NSA)
1846,2019,22,Little Portugal (084)
1847,2018,1,Lawrence Park South (103)
1848,2018,1674,Eglinton East (138)
1849,2019,2,Kensington-Chinatown (078)
1850,2018,11645,Moss Park (073)
1851,2018,3269,Golfdale-Cedarbrae-Woburn (141)
1852,2019,4057,West Queen West (162)
1853,2018,1,Little Portugal (084)
1854,2018,1,Rosedale-Moore Park (098)
1855,2019,2291,Dovercourt Village (172)
1856,2019,4,North St.James Town (074)
1857,2019,1,The Beaches (063)
1858,2019,3339,Fort York-Liberty Village (163)
1859,2019,12,Dufferin Grove (083)
1860,2019,1,Danforth (066)
1861,2019,1,Oakwood Village (107)
1862,2019,5412,Kensington-Chinatown (078)
1863,2019,1,North Riverdale (068)
1864,2019,1,York University Heights (027)
1865,2019,7,Junction-Wallace Emerson (171)
1866,2019,1,Weston (113)
1867,2019,1,Junction Area (090)
1868,2019,2,High Park-Swansea (087)
1869,2019,1,Yonge-Bay Corridor (170)
1870,2019,1919,Palmerston-Little Italy (080)
1871,2019,1,Lambton Baby Point (114)
1872,2019,1,Briar Hill-Belgravia (108)
1873,2019,5,Harbourfront-CityPlace (165)
1874,2019,1866,Little Portugal (084)
1875,2019,3402,Trinity-Bellwoods (081)
1876,2019,1898,Annex (095)
1877,2019,8,St Lawrence-East Bayfront-The Islands (166)
1878,2019,1,Moss Park (073)
1879,2018,1,Dufferin Grove (083)
1880,2018,1,Junction-Wallace Emerson (171)
1881,2018,1,Ionview (125)
1882,2018,4,West Humber-Clairville (001)
1883,2018,1,Taylor-Massey (061)
1884,2018,6,Bendale-Glen Andrew (156)
1885,2018,1,Weston-Pelham Park (091)
1886,2018,1,Trinity-Bellwoods (081)
1887,2018,1,Bendale South (157)
1888,2018,3,York University Heights (027)
1889,2018,1227,Yonge-Bay Corridor (170)
1890,2018,649,Bendale South (157)
1891,2018,2,Trinity-Bellwoods (081)
1892,2018,9662,Downtown Yonge East (168)
1893,2018,3,Kennedy Park (124)
1894,2018,1,North Toronto (173)
1895,2018,1,Victoria Village (043)
1896,2018,1101,Centennial Scarborough (133)
1897,2018,1,Morningside (135)
1898,2018,2096,Harbourfront-CityPlace (165)
1899,2018,1,South Riverdale (070)
1900,2018,3,Little Portugal (084)
1901,2018,1,Beechborough-Greenbrook (112)
1902,2018,2,East L'Amoreaux (148)
1903,2018,1,Old East York (058)
1904,2018,3,St Lawrence-East Bayfront-The Islands (166)
1905,2018,6,Cliffcrest (123)
1906,2018,1,Newtonbrook East (050)
1907,2018,7,Agincourt South-Malvern West (128)
1908,2018,2890,Scarborough Village (139)
1909,2018,6,Fort York-Liberty Village (163)
1910,2018,3,Moss Park (073)
1911,2018,1,York University Heights (027)
1912,2018,1,Woodbine Corridor (064)
1913,2018,1202,University (079)
1914,2018,558,West Rouge (143)
1915,2018,3,Hillcrest Village (048)
1916,2018,1,Woodbine Corridor (064)
1917,2018,8,Agincourt South-Malvern West (128)
1918,2019,2,Edenbridge-Humber Valley (009)
1919,2018,1,St Lawrence-East Bayfront-The Islands (166)
1920,2018,1,Dorset Park (126)
1921,2019,1,Dovercourt Village (172)
1922,2018,10670,Yonge-Bay Corridor (170)
1923,2018,3299,Woburn North (142)
1924,2019,1736,Weston-Pelham Park (091)
1925,2018,1,Little Portugal (084)
1926,2018,1,Malvern East (146)
1927,2019,2221,High Park North (088)
1928,2018,3,Harbourfront-CityPlace (165)
1929,2018,7635,West Hill (136)
1930,2019,3336,Junction-Wallace Emerson (171)
1931,2018,1,Rustic (028)
1932,2018,19,NSA (NSA)
1933,2019,4256,High Park-Swansea (087)
1934,2019,2270,Junction Area (090)
1935,2019,7,St Lawrence-East Bayfront-The Islands (166)
1936,2019,1,Roncesvalles (086)
1937,2019,2294,Roncesvalles (086)
1938,2019,8,NSA (NSA)
1939,2019,2,Etobicoke City Centre (159)
1940,2019,2,Junction Area (090)
1941,2019,1,Pelmo Park-Humberlea (023)
1942,2019,2,Kensington-Chinatown (078)
1943,2019,1,Yonge-Bay Corridor (170)
1944,2019,6,Stonegate-Queensway (016)
1945,2019,1,Agincourt South-Malvern West (128)
1946,2019,1,Trinity-Bellwoods (081)
1947,2019,699,Little Portugal (084)
1948,2019,1,Kingsway South (015)
1949,2019,1,Danforth East York (059)
1950,2019,2,Downtown Yonge East (168)
1951,2018,1,North Riverdale (068)
1952,2018,12,Englemount-Lawrence (032)
1953,2018,1,University (079)
1954,2018,2,North St.James Town (074)
1955,2018,651,Woodbine-Lumsden (060)
1956,2018,1,Wellington Place (164)
1957,2018,33,St Lawrence-East Bayfront-The Islands (166)
1958,2018,10,Agincourt South-Malvern West (128)
1959,2018,1,Kennedy Park (124)
1960,2018,2,North St.James Town (074)
1961,2018,27,Banbury-Don Mills (042)
1962,2018,3605,East End-Danforth (062)
1963,2018,46,NSA (NSA)
1964,2018,1781,Danforth (066)
1965,2018,1326,Playter Estates-Danforth (067)
1966,2018,3,Moss Park (073)
1967,2018,1818,Danforth East York (059)
1968,2018,1779,Taylor-Massey (061)
1969,2018,1361,Blake-Jones (069)
1970,2018,1,Yonge-Doris (151)
1971,2018,1,Oakridge (121)
1972,2018,1,Palmerston-Little Italy (080)
1973,2018,1,Mimico-Queensway (160)
1974,2018,1,West Hill (136)
1975,2018,2,Clairlea-Birchmount (120)
1976,2018,1,Yonge-Eglinton (100)
1977,2018,2168,North Riverdale (068)
1978,2018,1,Wexford/Maryvale (119)
1979,2018,18,Cabbagetown-South St.James Town (071)
1980,2018,2407,Woodbine Corridor (064)
1981,2018,1,Little Portugal (084)
1982,2018,3329,O'Connor-Parkview (054)
1983,2018,2107,Flemingdon Park (044)
1984,2018,1,Parkwoods-O'Connor Hills (149)
1985,2018,1,Birchcliffe-Cliffside (122)
1986,2018,1887,Old East York (058)
1987,2018,2410,The Beaches (063)
1988,2018,53,Banbury-Don Mills (042)
1989,2018,1,South Riverdale (070)
1990,2018,1,East L'Amoreaux (148)
1991,2018,1974,Broadview North (057)
1992,2018,1,Ionview (125)
1993,2018,2,Yonge-Bay Corridor (170)
1994,2018,1053,Victoria Village (043)
1995,2018,3,Leaside-Bennington (056)
1996,2018,5985,South Riverdale (070)
1997,2018,2410,Greenwood-Coxwell (065)
1998,2018,1,Don Valley Village (047)
1999,2018,1,Eglinton East (138)
2000,2018,2,Golfdale-Cedarbrae-Woburn (141)
2001,2019,1,St Lawrence-East Bayfront-The Islands (166)
2002,2019,1,York University Heights (027)
2003,2019,9,Leaside-Bennington (056)
2004,2019,1341,Parkwoods-O'Connor Hills (149)
2005,2019,281,Banbury-Don Mills (042)
2006,2019,1613,Henry Farm (053)
2007,2019,1,Woburn North (142)
2008,2019,1,Clairlea-Birchmount (120)
2009,2019,1963,Fenside-Parkwoods (150)
2010,2019,3991,Banbury-Don Mills (042)
2011,2019,30,NSA (NSA)
2012,2019,408,Forest Hill North (102)
2013,2019,1,Willowdale West (037)
2014,2019,1,Malvern East (146)
2015,2019,2622,Bayview Village (052)
2016,2019,1,Milliken (130)
2017,2019,4903,Wexford/Maryvale (119)
2018,2019,1,Banbury-Don Mills (042)
2019,2019,1,Humber Summit (021)
2020,2019,1,Yonge-Bay Corridor (170)
2021,2019,3127,Ionview (125)
2022,2019,2,Little Portugal (084)
2023,2019,2,Beechborough-Greenbrook (112)
2024,2019,113,O'Connor-Parkview (054)
2025,2019,3035,Birchcliffe-Cliffside (122)
2026,2019,1,Woodbine-Lumsden (060)
2027,2019,2,East L'Amoreaux (148)
2028,2019,21,Victoria Village (043)
2029,2019,6,NSA (NSA)
2030,2019,1,Woburn North (142)
2031,2019,607,Cliffcrest (123)
2032,2019,850,Bendale-Glen Andrew (156)
2033,2019,3153,Kennedy Park (124)
2034,2019,2,Bendale-Glen Andrew (156)
2035,2019,67,Victoria Village (043)
2036,2019,53,The Beaches (063)
2037,2019,1,North St.James Town (074)
2038,2019,2513,Oakridge (121)
2039,2019,7,St Lawrence-East Bayfront-The Islands (166)
2040,2019,11,Fenside-Parkwoods (150)
2041,2019,69,East End-Danforth (062)
2042,2019,1,Clairlea-Birchmount (120)
2043,2019,1,West Humber-Clairville (001)
2044,2019,1,Kensington-Chinatown (078)
2045,2019,4,Parkwoods-O'Connor Hills (149)
2046,2019,191,Taylor-Massey (061)
2047,2019,3329,Dorset Park (126)
2048,2019,3734,Clairlea-Birchmount (120)
2049,2019,804,Eglinton East (138)
2050,2019,2,Henry Farm (053)
2051,2019,487,Bendale South (157)
2052,2019,1,Humber Bay Shores (161)
2053,2019,1,Broadview North (057)
2054,2019,2,Moss Park (073)
2055,2019,1,Princess-Rosethorn (010)
2056,2019,4,Bendale-Glen Andrew (156)
2057,2019,1,Tam O'Shanter-Sullivan (118)
2058,2019,6499,South Parkdale (085)
2059,2019,2661,Scarborough Village (139)
2060,2019,34,NSA (NSA)
2061,2019,3997,Wellington Place (164)
